company,country,sub_domain,website,email,email_type,sme_likely,source_url,notes,confidence
Spatium Medical,NL,surgical insufflation,https://www.spatiummedical.com,contact@spatiummedical.com,generic,Yes,https://www.polimi.it/en/the-politecnico/news/news-detail/surgical-innovation-intelligent-turbine-insufflator-is-here,Erasmus MC / Politecnico Milano spin-off; intelligent turbine laparoscopic insufflator [pass-2],high
DEAM,NL,surgical_instruments,https://www.deam.com,,unreachable,Yes,https://www.emrobotics.com/,Steerable laparoscopic instruments; spin-off from TU Delft | enrich: TLS certificate expired,medium
Preceyes,NL,surgical_robotics,https://www.preceyes.nl,,unreachable,Yes,https://www.emrobotics.com/,TU/e spin-off; CE-marked robotic assistant for vitreoretinal eye surgery (Zeiss Company) [cross-sourced x3] | enrich: TLS certificate issue,high
EpiGuard,NO,assistive,https://epiguard.com,,,Yes,https://www.norwayhealthtech.com/members/,Oslo; EpiShuttle single-patient isolation/transport system; CE Class I; Norway Health Tech member [pass-2],high
InVivo Bionics,NO,assistive,https://www.invivo.io,,,Yes,https://www.norwayhealthtech.com/member/invivo-bionics-as/,Oslo SINTEF spin-off 2018; PRESSURO bladder pressure microsensor; Norway Health Tech member [pass-2],high
Respinor,NO,diagnostic_device,https://www.respinor.com,mail@respinor.com,generic,Yes,https://www.norwayhealthtech.com/member/respinor/,Norway Health Tech member; DXT continuous ultrasound diaphragm-monitoring device for ICU ventilator weaning,medium
Decon-X International,NO,disinfection,https://www.deconx.com,,,Yes,https://www.norwayhealthtech.com/solutions/decon-x/,Oslo; H2O2 dry-mist hospital disinfection robots; EN 17272; Norway Health Tech member [pass-2],high
Cypromed,NO,powered-FES-walking-aid,https://cypromed.no,,,Yes,https://www.norwayhealthtech.com/members/,Ottestad NO; develops/distributes WalkAide FES walking aid + motorised grip aids [pass-2],medium
Otivio,NO,rehab,https://www.otivio.com,,,Yes,https://www.norwayhealthtech.com/members/,Oslo; FlowOx Class IIa negative-pressure therapy for peripheral arterial disease; Norway Health Tech member [pass-2],high
Vilje Bionics,NO,rehab,https://viljebionics.com,,,Yes,https://www.norwayhealthtech.com/member/vilje-bionics-2/,Oslo; VilPower motorized full-arm exoskeleton for stroke rehab; Norway Health Tech member [pass-2],high
BioCam,PL,Capsule endoscopy robotics,https://www.biocam.ai,contact@biocam.ai,generic,Yes,https://wediditinpoland.eu/en/innowacja/biocam-ai-capsule-endoscopy/,AI endoscopic capsule for full GI tract; pre-certification; Wroclaw [cross-sourced x2],high
Neurobit Systems,PL,neuro/biofeedback,https://www.neurobitsystems.com,,,Yes,https://www.neurobitsystems.com/,Warsaw-based hardware for EEG/HRV/GSR biofeedback and neurofeedback therapy devices [pass-2],medium
Aether Biomedical,PL,prosthetics,https://www.aetherbiomedical.com,info@aetherbiomedical.com,generic,Yes,https://www.aetherbiomedical.com/about,Poznan-based medical-robotics company; Zeus multi-articulated myoelectric hand prosthesis [cross-sourced x3],high
EGZOTech,PL,rehab-robot,https://www.egzotech.com,office@egzotech.com,generic,Yes,https://www.egzotech.com/en/about-us/,Gliwice Poland founded 2013; Luna EMG robot for neuromotor rehabilitation; 350+ units delivered; ~50 staff | enrich: bok@ serwis@ sales.international@ also,high
ExoFrame,PL,rehab/exoskeleton,http://exoframe.com.pl,,,Yes,http://exoframe.com.pl/,Warsaw University of Technology spin-off; passive/semi-passive exoskeletons for industrial and rehabilitation use [pass-2],high
StethoMe,PL,remote diagnostics,https://www.stethome.com,,,Yes,https://www.stethome.com/,Poznan-based AI-powered wireless stethoscope hardware for home lung/heart exams; CE-certified [pass-2],high
ACCREA Medical Robotics,PL,Surgical & tele-examination robotics,https://accrea.com,office@accrea.com,generic,Yes,https://ri4eu.eu/success-story/dihhero/,DIH-HERO COVID-19 call awardee; DiSiRt disinfection & tele-manipulation; Lublin,high
Robin Heart (FRK Zabrze),PL,surgical/cardiac,https://frk.pl,,,Yes,https://www.medexpress.pl/en/drugs-medical-technology/mom-competitor-for-foreign-medical-work-to-robin-heart-foundation-developing-cardiac-surgery-in-zabrze/,Foundation for Cardiac Surgery Development Zabrze; cardiac surgery telemanipulator (Robin Heart PVA commercialized) [pass-2],low
Biodevices,PT,remote monitoring,https://www.biodevices.pt,,,Yes,https://www.biodevices.pt/en/,Aveiro-based wearable VitalJacket ECG Holter hardware and biomedical engineering solutions [pass-2],medium
Perceive3D,PT,surgical-navigation-robot,https://perceive3d.com,,unreachable,Yes,https://www.foundernest.com/insights/13-funded-companies-in-the-robotic-surgery-and-minimally-invasive-techniques-space,Coimbra Portugal founded 2013; Univ Coimbra spin-off; video-based surgical navigation (computer vision + AR) for ortho | enrich: HTTP 503/404,medium
.lumen,RO,assistive/visually impaired,https://www.dotlumen.com,,,Yes,https://www.dotlumen.com/glasses,Cluj-based startup developing AI haptic glasses for blind mobility; EIC Accelerator EUR 9.3M recipient [pass-2],high
Axosuits,RO,rehab/exoskeleton,https://www.axosuits.com,,,Yes,https://www.axosuits.com/,Oradea-based lower-limb medical exoskeleton for gait rehabilitation and walking assist; pursuing EU approval [pass-2],high
CardioMedive,RO,remote patient monitoring,https://www.cardiomedive.eu,,,Yes,https://www.cardiomedive.eu/,Bucharest-based cardiac monitor patch hardware with edge AI; remote vital-signs device [pass-2],medium
Bioservo Technologies,SE,Assistive - soft robotic glove,https://www.bioservo.com,,unknown,No,https://digital-strategy.ec.europa.eu/en/news/bioservo-technologies-gives-humans-robotic-super-strength-cyborgs,Nasdaq First North listed; Carbonhand/Ironhand grip-assist exoskeleton glove; Stockholm [cross-sourced x3],high
Mentice,SE,endovascular-simulation,https://www.mentice.com,,,No,https://www.mentice.com/,Gothenburg Sweden; VR endovascular simulator with haptic catheter hardware for interventional training; listed Nasdaq First North - >150 staff,medium
Medirob,SE,imaging/tele-ultrasound,https://www.medirob.com,,,Yes,https://www.medirob.com/en/,Skelleftea-based 6-DOF tele-robotic ultrasound arm for remote echocardiography [pass-2],medium
Exopulse (Inerventions),SE,neurostimulation-wearable,https://exopulse.com,,,No,https://www.ottobock.com/en-ex/orthotics/neuromobility/exopulse-b2c,Danderyd Sweden founded 2009 (formerly Inerventions AB); Mollii Suit full-body neurostimulation wearable; acquired by Ottobock (large German group),medium
Furhat Robotics,SE,social/service,https://www.furhatrobotics.com,,,Yes,https://www.furhatrobotics.com/use-cases-and-concepts/healthcare-robot,Stockholm-based (KTH spin-off) conversational social humanoid robot; deployed for healthcare pre-screening mental health triage [pass-2],medium
Navari Surgical,SE,surgical AR/imaging,https://navarisurgical.com,,,Yes,https://cordis.europa.eu/project/id/101113904,Chalmers/Sahlgrenska spin-off (2021); ARVIS AR-guided MIS cancer surgery; Horizon Europe project 101113904 [pass-2],high
Surgical Science,SE,surgical-training-haptics,https://surgicalscience.com,,,No,https://surgicalscience.com/simulators/lapsim/,Gothenburg-based; LapSim haptic VR simulator + Senhance simulator software; Nasdaq Stockholm listed - not SME [pass-2],medium
Tendo,SE,Upper-limb wearable robotic,https://tendoforpeople.com,,unreachable,Yes,,"Malmö; RobotUnion alumni - site currently unreachable, verify separately | enrich: ECONNREFUSED",low
Kinestica,SI,rehab/neuro,https://kinestica.com,,,Yes,https://kinestica.com/,Ljubljana-based sensor-based upper-limb neuro-rehabilitation hardware (Bimeo Equio); Univ Ljubljana spin-off [pass-2],high
Iskra Medical,SI,rehab/physiotherapy,https://iskramedical.com,,,Yes,https://iskramedical.com/,Podnart-based manufacturer of functional magnetic stimulation and electrotherapy rehabilitation hardware [pass-2],medium
Powerful Medical,SK,diagnostic/cardiology,https://www.powerfulmedical.com,,,Yes,https://www.powerfulmedical.com/,Samorin-based PMcardio platform for ECG interpretation; EIC Accelerator and IPCEI-funded; hardware-adjacent device [pass-2],low
MultiplexDX,SK,lab automation/diagnostics,https://www.multiplexdx.com,,,Yes,https://www.multiplexdx.com/,Bratislava-based RNA FISH + RNAseq cancer diagnostics hardware/reagent platform; first Slovak EIC Accelerator awardee [pass-2],low
